image_filename,lighting_was,lighting_now,pixels_light
0399d2ac-9bffb35b.jpg,Twilight,Day,97.0
03a4b3d3-277756e7.jpg,Twilight,Day,91.0
03b58b4e-7fc6e32a.jpg,Night,Day,74.0
03b8bba0-023c23ad.jpg,Twilight,Day,95.0
03b8bba0-29219fd3.jpg,Day,Night,59.0
03b8bba0-73b58cc3.jpg,Night,Twilight,62.0
03f04c07-201055cc.jpg,Twilight,Day,73.0
03f65112-049cca26.jpg,Twilight,Day,90.0
03f8899f-569acc1a.jpg,Twilight,Day,89.0
040fff88-4e31bfdd.jpg,Day,Night,45.0
0415cf54-5f2f44fc.jpg,Twilight,Day,72.0
041e264e-c9692707.jpg,Twilight,Day,105.0
041fb602-19f8495d.jpg,Twilight,Day,70.0
0429dca3-034fed57.jpg,Twilight,Day,87.0
042bb821-a1c55da5.jpg,Twilight,Day,110.0
0432c6fc-c22a832d.jpg,Twilight,Day,69.0
04488604-72f099d0.jpg,Night,Twilight,64.0
0449a001-63c5c3bf.jpg,Twilight,Day,80.0
044c4cac-5502747d.jpg,Twilight,Night,54.0
044c6e60-4826118b.jpg,Night,Twilight,60.0
046a12bc-a6d3b6bc.jpg,Twilight,Day,98.0
046a12bc-bf9686c9.jpg,Twilight,Day,94.0
0478d053-0eb9fe2f.jpg,Twilight,Day,111.0
0482d45a-7f2f06ba.jpg,Night,Twilight,63.0
04951646-f75fe20d.jpg,Twilight,Day,108.0
04a4137e-4b7d314e.jpg,Twilight,Day,101.0
04ce1444-39056242.jpg,Night,Twilight,64.0
04ce1444-5230ccac.jpg,Twilight,Day,96.0
04dd75bb-9507acc4.jpg,Twilight,Day,93.0
04e4e23f-b4b54d4c.jpg,Twilight,Day,122.0
04e9173a-d978b34d.jpg,Twilight,Day,99.0
04ea18eb-e83bbeab.jpg,Twilight,Day,91.0
04ecd6a4-dc9310db.jpg,Twilight,Day,86.0
04f42daf-0dc5d459.jpg,Twilight,Day,127.0
04f42daf-10024d2f.jpg,Twilight,Day,94.0
05009dc4-18640d99.jpg,Twilight,Day,82.0
0505c36e-579b416c.jpg,Twilight,Day,134.0
050e2e1a-849d67d4.jpg,Night,Day,71.0
050ffab8-1f0c6d81.jpg,Twilight,Day,91.0
051314c4-9881e90e.jpg,Twilight,Day,111.0
051b9d2c-339b8325.jpg,Twilight,Day,80.0
051da06d-de660cb5.jpg,Twilight,Day,90.0
05391f8a-3a0f7deb.jpg,Twilight,Day,88.0
053dc1d6-29b58579.jpg,Twilight,Night,58.0
053e7ef0-e5bd6f35.jpg,Twilight,Day,78.0
05476b39-9d783f66.jpg,Twilight,Night,52.0
05584a52-590d4e59.jpg,Day,Night,43.0
05584a52-730a88df.jpg,Night,Twilight,63.0
0564969e-9d6ab6a4.jpg,Twilight,Day,95.0
0573beee-2e0c3c4d.jpg,Night,Twilight,65.0
0573e933-a8b4cf7d.jpg,Twilight,Day,82.0
057a706b-21e7f7a3.jpg,Twilight,Day,103.0
059249ba-f90bb77e.jpg,Twilight,Day,124.0
05968504-7cb0377f.jpg,Night,Day,138.0
05a93853-0d9f37e7.jpg,Night,Twilight,66.0
05aab57f-731cad9d.jpg,Twilight,Day,91.0
05ac9eed-66967885.jpg,Twilight,Day,72.0
05af6dc5-99541500.jpg,Day,Night,47.0
05be4630-46776476.jpg,Twilight,Day,82.0
05c35d99-bbfc0209.jpg,Day,Night,17.0
05c5f168-4102d5dc.jpg,Night,Day,82.0
05ce9fd0-0572fbc3.jpg,Day,Twilight,68.0
05cfafd0-51301662.jpg,Twilight,Day,76.0
05d3b23b-55e06f9a.jpg,Twilight,Night,47.0
05d69bf0-7c78fc45.jpg,Twilight,Day,75.0
05e4d922-d9d40f7b.jpg,Day,Night,15.0
05e52595-80bbdab5.jpg,Day,Night,24.0
05e52595-ee5a9ef4.jpg,Day,Night,50.0
05f4413f-bae0626e.jpg,Night,Day,72.0
05f8b8b5-eb186af1.jpg,Twilight,Day,72.0
060f13cd-b4751968.jpg,Twilight,Day,80.0
0610bc6f-aa7d796b.jpg,Night,Twilight,65.0
06132c7e-96e59348.jpg,Twilight,Day,101.0
06147f21-35d7b273.jpg,Day,Night,14.0
0618efae-31440ca6.jpg,Twilight,Day,108.0
061ae121-ba8c91c2.jpg,Twilight,Day,84.0
061cbd6a-52c8918a.jpg,Twilight,Day,83.0
06238b9d-364b8d6a.jpg,Night,Twilight,64.0
063eb66e-f58f45b7.jpg,Twilight,Day,155.0
0665228f-1274f410.jpg,Twilight,Day,86.0
06687ca4-d3f8f800.jpg,Night,Twilight,64.0
067449e7-717df154.jpg,Twilight,Day,108.0
06791257-8a14ba41.jpg,Twilight,Day,120.0
06791257-e4a5e0a5.jpg,Twilight,Day,91.0
067ebca1-77c243c7.jpg,Twilight,Day,102.0
0682123a-00d91ccd.jpg,Twilight,Day,108.0
068fa72c-06df5852.jpg,Night,Twilight,60.0
0692f9a7-573159c3.jpg,Twilight,Day,79.0
069fea5f-ee9d10dc.jpg,Twilight,Day,71.0
06b49335-a4533ec7.jpg,Twilight,Day,81.0
06b4defc-47b6298e.jpg,Twilight,Day,77.0
06c38a86-09fdc9f4.jpg,Twilight,Day,83.0
06cefa8d-bc1fd9ab.jpg,Twilight,Day,102.0
06d501fd-94c914c9.jpg,Twilight,Day,86.0
06d9e783-388f6867.jpg,Twilight,Night,29.0
06dd97af-8a5ae9f0.jpg,Twilight,Day,76.0
06e92935-a5f5bff2.jpg,Twilight,Day,113.0
06ec79fd-a832f627.jpg,Twilight,Day,95.0
06f21218-14033ee0.jpg,Twilight,Day,93.0
06f21218-aeea7a8e.jpg,Twilight,Day,73.0
06fb50bb-6d44b337.jpg,Twilight,Day,96.0
06fb50bb-c8b0052e.jpg,Twilight,Day,109.0
06fc13d5-1e663296.jpg,Twilight,Day,85.0
0701abd4-d9c2e1f4.jpg,Twilight,Day,79.0
0706691d-ea9851d8.jpg,Twilight,Day,82.0
070a98e1-cfdf0029.jpg,Day,Twilight,63.0
0710389f-9edbc057.jpg,Twilight,Day,87.0
0711eac1-9e9f803d.jpg,Night,Day,69.0
07184fbb-33a15da2.jpg,Night,Twilight,68.0
0719a2ec-133d9525.jpg,Twilight,Day,96.0
0725b3e1-e2d1e6af.jpg,Twilight,Day,104.0
0726fe96-3e780658.jpg,Night,Day,75.0
072819f3-efb329f9.jpg,Night,Twilight,61.0
072c1503-eb85b76d.jpg,Twilight,Night,45.0
072f9d2d-ebc9b075.jpg,Twilight,Day,95.0
073873be-32a8b6b8.jpg,Night,Day,69.0
0739a8ae-7098f8b5.jpg,Night,Twilight,65.0
07454314-917b1009.jpg,Twilight,Day,92.0
07454314-f9fb07f5.jpg,Twilight,Day,76.0
07454314-fd7400ca.jpg,Twilight,Day,96.0
0755de0b-97850a01.jpg,Twilight,Day,74.0
076399f2-3cc0e470.jpg,Twilight,Day,90.0
076399f2-fb3e745b.jpg,Twilight,Day,86.0
076be2ba-495b5a2b.jpg,Twilight,Day,91.0
077192f8-4d59e803.jpg,Twilight,Day,71.0
0777595b-cfdfbd26.jpg,Twilight,Day,84.0
0778f573-ec85d34b.jpg,Night,Twilight,61.0
077a389d-6036b8ba.jpg,Twilight,Day,97.0
0780452c-ab3b02cf.jpg,Day,Night,47.0
07812b19-6df001ab.jpg,Twilight,Day,130.0
078fe907-065ed380.jpg,Twilight,Day,115.0
078fe907-795898f3.jpg,Twilight,Day,91.0
078fe907-c39a62fa.jpg,Twilight,Day,116.0
0793f9bb-6d2220bb.jpg,Twilight,Day,84.0
079f5ab4-43e6c570.jpg,Twilight,Day,103.0
07a3c8b9-1e5a432f.jpg,Twilight,Night,48.0
07a3c8b9-28eeac9f.jpg,Twilight,Day,100.0
07a3c8b9-63776739.jpg,Twilight,Day,119.0
07afa351-d3181637.jpg,Night,Day,69.0
07bdc5a0-8690c190.jpg,Twilight,Day,103.0
07bf51f9-ae12b6bc.jpg,Twilight,Day,109.0
07c59519-86d93c33.jpg,Twilight,Day,95.0
07c680c5-44fb772e.jpg,Twilight,Day,80.0
07c73bfa-b5e72acd.jpg,Twilight,Day,110.0
07c73bfa-fb4ea59a.jpg,Twilight,Day,89.0
07c832a3-c87a3f8b.jpg,Day,Night,26.0
07d9f2e5-7439d8cf.jpg,Twilight,Day,70.0
07e49e2a-08324f2c.jpg,Night,Twilight,62.0
08008acf-4c0ddc8b.jpg,Night,Day,84.0
0814c9ab-92e16892.jpg,Day,Twilight,67.0
081568f6-42584aaf.jpg,Day,Twilight,61.0
0827ecd1-b419f10c.jpg,Twilight,Day,93.0
082d5dee-841af9a7.jpg,Twilight,Day,90.0
08302783-acb84f76.jpg,Twilight,Day,76.0
0830c485-3e1edcd7.jpg,Night,Day,72.0
0833fb1f-c562601b.jpg,Twilight,Night,27.0
0837fd0e-820cf48e.jpg,Twilight,Day,86.0
083bc808-43718f9d.jpg,Night,Twilight,60.0
084071b2-5c01f0f9.jpg,Twilight,Day,97.0
085dcf52-0916e447.jpg,Twilight,Day,109.0
085dcf52-14a56be1.jpg,Twilight,Day,103.0
0863c5c9-3f158593.jpg,Twilight,Day,96.0
0877376c-dc2a22e3.jpg,Twilight,Day,86.0
087ad1c6-cbc445cc.jpg,Twilight,Day,76.0
0884c909-dc0f3032.jpg,Twilight,Day,94.0
0886ed1c-fc01c905.jpg,Twilight,Day,115.0
0889ae28-d1175770.jpg,Twilight,Day,85.0
088d8d4c-61e6dadf.jpg,Twilight,Day,85.0
089fcb65-d645e2f9.jpg,Twilight,Day,79.0
08a4d377-f323b6c8.jpg,Twilight,Day,82.0
08b02c82-0039a14a.jpg,Twilight,Day,123.0
08b02c82-6d4572f7.jpg,Twilight,Day,76.0
08b5c3d0-bd78ccb2.jpg,Twilight,Night,34.0
08b7e1dc-3728a8ce.jpg,Twilight,Night,57.0
08b7e1dc-c621cc6f.jpg,Twilight,Day,74.0
08b99c7c-e3815fd5.jpg,Twilight,Day,93.0
08ba6888-3e1d628f.jpg,Twilight,Day,118.0
08c35741-50cb85ef.jpg,Twilight,Day,78.0
08c793fc-aac55921.jpg,Twilight,Day,96.0
08c88de6-6cd7fb48.jpg,Twilight,Night,56.0
08d439aa-43ab5cc0.jpg,Night,Twilight,61.0
08d9fe6e-626b6900.jpg,Twilight,Night,57.0
08eca636-2bf32ae4.jpg,Twilight,Day,88.0
08eca636-8903f392.jpg,Twilight,Day,93.0
08ef9f76-37ebfa18.jpg,Twilight,Day,95.0
08ef9f76-89584399.jpg,Twilight,Day,83.0
08fd4409-6a4f13ea.jpg,Twilight,Day,83.0
08ffb626-50682b36.jpg,Twilight,Day,87.0
09077539-f76006d1.jpg,Night,Day,100.0
091bb601-9c2f148e.jpg,Twilight,Day,82.0
0921af11-31d54fd1.jpg,Twilight,Day,89.0
092683ea-4efb913f.jpg,Twilight,Day,77.0
09322aca-d4184b1a.jpg,Night,Day,88.0
0953d649-90719966.jpg,Twilight,Day,86.0
095d7573-d8f6ece7.jpg,Twilight,Day,92.0
096d1ccc-bd6ca999.jpg,Twilight,Day,101.0
0977bee4-fb6f69ee.jpg,Twilight,Day,87.0
0984a31a-de1e3bc2.jpg,Twilight,Day,92.0
0985a63a-a6542a95.jpg,Night,Day,73.0
0989746b-f41d88ca.jpg,Day,Night,24.0
0989aa44-2bdedd9e.jpg,Twilight,Day,92.0
098b9464-b98f852b.jpg,Twilight,Day,76.0
09993b50-7578df99.jpg,Twilight,Day,126.0
099d8913-a6af05ae.jpg,Night,Twilight,67.0
099db658-a2edb966.jpg,Twilight,Day,83.0
09a1bb0d-8acc7b23.jpg,Day,Twilight,66.0
09ab745c-b5f1fcce.jpg,Night,Day,109.0
09ab861b-a5ca8254.jpg,Twilight,Day,92.0
09ac7416-5a77d689.jpg,Night,Twilight,63.0
09ae119b-ba122e1a.jpg,Twilight,Day,106.0
09ae119b-eb13907f.jpg,Twilight,Day,113.0
09ae119b-f7f6ef39.jpg,Twilight,Day,116.0
09ae20d2-a1ae95fe.jpg,Twilight,Day,80.0
09ae20d2-ebbfbf5c.jpg,Twilight,Day,88.0
09b2e125-f40b6893.jpg,Twilight,Day,111.0
09bcea33-a0c08cdb.jpg,Twilight,Day,76.0
09bd0e81-cd7c9dc8.jpg,Twilight,Day,85.0
09bde9c2-2b5493a6.jpg,Day,Twilight,68.0
09d90930-ace30bf2.jpg,Twilight,Day,105.0
09d9403c-7cab986d.jpg,Twilight,Day,70.0
09e4ac3a-8126e9c0.jpg,Twilight,Day,78.0
09f4b7a9-6948c8c8.jpg,Twilight,Day,88.0
09f609ac-a781fd1c.jpg,Twilight,Day,91.0
09f80246-1f6ced19.jpg,Twilight,Day,89.0
0a094d1d-0e7bf5d0.jpg,Day,Night,55.0
0a14a567-fdd08dd2.jpg,Night,Day,73.0
0a15c5c8-aaaf0962.jpg,Twilight,Night,57.0
0a19489c-e9e406be.jpg,Twilight,Day,81.0
0a342bb9-bfc9eccd.jpg,Twilight,Day,72.0
0a3b8cdc-1118548c.jpg,Twilight,Day,100.0
0a4773b8-1f7d3939.jpg,Day,Night,59.0
0a4ef631-6a2cae37.jpg,Night,Twilight,64.0
0a4fd219-3d34b17c.jpg,Day,Twilight,62.0
0a53c48b-86fda2c8.jpg,Twilight,Day,81.0
0a57a646-4f1ee91b.jpg,Night,Twilight,63.0
0a5c57c9-1172f181.jpg,Twilight,Day,87.0
0a689fe6-0a7fbfcd.jpg,Twilight,Day,94.0
0a69e91b-53332ed8.jpg,Twilight,Night,41.0
0a6de7b2-e5f63244.jpg,Twilight,Day,102.0
0a70b8c5-05f892e4.jpg,Night,Twilight,63.0
0a765e5c-98fd51e9.jpg,Day,Night,39.0
0a7cbfc6-c83c2cde.jpg,Twilight,Day,105.0
0a814320-1bec2ac7.jpg,Twilight,Day,82.0
0a848040-9b14805c.jpg,Twilight,Day,104.0
0a8aa157-907adcff.jpg,Night,Twilight,67.0
0a98248b-822653de.jpg,Twilight,Day,86.0
0a9b5ae6-64c75d7a.jpg,Twilight,Day,98.0
0a9d03d6-02ea8201.jpg,Twilight,Day,75.0
0a9dd268-ec318a01.jpg,Twilight,Day,93.0
0a9fa549-543b6f2d.jpg,Day,Night,23.0
0a9fa6b4-51db4df5.jpg,Day,Twilight,68.0
0aa458f0-e93896a2.jpg,Twilight,Day,92.0
0ac20953-2830f7c0.jpg,Twilight,Day,81.0
0ac20953-3ebb3335.jpg,Twilight,Day,100.0
0ac3cbf4-73c76d25.jpg,Twilight,Day,84.0
0ac3cbf4-a764f88c.jpg,Twilight,Day,84.0
0ac47490-900fb1f7.jpg,Twilight,Day,75.0
0ac641c6-43580bb6.jpg,Night,Day,80.0
0ace96c3-8dc21565.jpg,Twilight,Day,93.0
0ad67e35-cc83d0f5.jpg,Twilight,Day,84.0
0ae8208c-1b20bbc5.jpg,Twilight,Day,112.0
0aec42a1-17a32b5a.jpg,Twilight,Day,96.0
0aece855-7c6111b0.jpg,Twilight,Day,122.0
0b08c1ce-c8ad666b.jpg,Day,Twilight,66.0
0b1afd00-2bb20983.jpg,Twilight,Day,121.0
0b22ff59-94382c4b.jpg,Day,Night,49.0
0b36fdad-f5c619e4.jpg,Twilight,Day,114.0
0b373e79-acbe5847.jpg,Twilight,Day,68.0
0b3e7452-dd888d66.jpg,Twilight,Day,95.0
0b3fa537-f27cf439.jpg,Twilight,Day,91.0
0b426da1-d4116b83.jpg,Night,Twilight,62.0
0b5216a3-4bbd7d22.jpg,Twilight,Day,94.0
0b5304e7-4fe66317.jpg,Twilight,Day,98.0
0b53fd92-22288ae0.jpg,Twilight,Day,93.0
0b630871-f0d16c26.jpg,Night,Day,86.0
0b6474d1-36cafb5a.jpg,Twilight,Day,89.0
0b661d3b-10768db7.jpg,Twilight,Day,106.0
0b669851-014ff916.jpg,Twilight,Day,91.0
0b669851-11a95d4f.jpg,Twilight,Day,97.0
0b669851-c6571777.jpg,Twilight,Day,94.0
0b6c3c8a-0861ada0.jpg,Day,Twilight,63.0
0b744ab1-f8e01c96.jpg,Night,Day,116.0
0b7b613f-aca8634e.jpg,Night,Twilight,64.0
0b833acc-8f627b72.jpg,Night,Twilight,67.0
0b833acc-d74ec101.jpg,Night,Day,88.0
0b95721d-fb1789c4.jpg,Twilight,Day,117.0
0bb613e6-a7eecad8.jpg,Twilight,Day,85.0
0bc0b27e-ab185876.jpg,Day,Night,16.0
0bd143f9-c7d0cfdd.jpg,Night,Twilight,68.0
0bd4fbef-673efc2d.jpg,Twilight,Day,126.0
0bd785cc-8770b059.jpg,Twilight,Day,110.0
0bdf03ce-9c7c3492.jpg,Twilight,Day,92.0
0bdf6421-0cca8ba2.jpg,Night,Twilight,60.0
0be60f15-4bd4b9d4.jpg,Twilight,Day,94.0
0bf1c902-7a1778df.jpg,Twilight,Day,101.0
0bf1c902-d84fa0fa.jpg,Twilight,Day,114.0
0bf2ff3e-62c584e1.jpg,Day,Twilight,63.0
0bf91dc7-620f4b74.jpg,Twilight,Day,90.0
0c07cd68-46b1d5db.jpg,Twilight,Day,104.0
0c0c2d36-1ead07b3.jpg,Night,Twilight,64.0
0c11a340-6a71bfcf.jpg,Twilight,Day,97.0
0c13b339-fac6ef24.jpg,Twilight,Day,84.0
0c18c17b-2a77ce61.jpg,Night,Day,69.0
0c1d07e3-0495b464.jpg,Twilight,Day,69.0
0c1e95b5-d08ee38f.jpg,Twilight,Day,106.0
0c28e5a2-5348be35.jpg,Twilight,Day,78.0
0c29b846-90e94a08.jpg,Twilight,Night,38.0
0c2f0e6d-c9334af1.jpg,Twilight,Day,113.0
0c370eb5-c45031e2.jpg,Twilight,Day,101.0
0c37f221-e2897443.jpg,Twilight,Day,83.0
0c3bef37-6b979c98.jpg,Night,Day,135.0
0c4488d8-b9f4087a.jpg,Twilight,Day,72.0
0c561a78-55b11cad.jpg,Twilight,Day,92.0
0c58af71-19f268ac.jpg,Twilight,Day,122.0
0c597dc1-ee19b67c.jpg,Twilight,Day,80.0
0c5f384a-7f8a6cb1.jpg,Twilight,Day,102.0
0c665e73-c29932bd.jpg,Twilight,Night,40.0
0c723f1a-fb4537fd.jpg,Twilight,Day,91.0
0c738361-677fa50d.jpg,Twilight,Day,95.0
0c791f05-2275d44e.jpg,Twilight,Day,116.0
0c7b1a08-308fabfa.jpg,Twilight,Day,101.0
0c7ccf61-75482780.jpg,Twilight,Day,83.0
0c81ee49-93738b9d.jpg,Twilight,Day,115.0
0c87bee1-1c7c8fe4.jpg,Twilight,Day,73.0
0c88c9be-cf4f7339.jpg,Twilight,Night,57.0
0c88c9be-ff63be01.jpg,Twilight,Night,50.0
0c8af716-b9bc337a.jpg,Twilight,Day,123.0
0c8e4f10-b7727d75.jpg,Twilight,Day,88.0
0c96e121-8398710b.jpg,Twilight,Day,90.0
0ca8d9fa-0aadd2ca.jpg,Twilight,Day,100.0
0cb7fe1d-ac1ff599.jpg,Twilight,Night,48.0
0cb98c04-13604dd3.jpg,Night,Twilight,60.0
0cbda188-5dc57888.jpg,Night,Day,92.0
0cccba64-e38d7dd3.jpg,Night,Twilight,62.0
0cdd0b65-7f73759a.jpg,Night,Twilight,61.0
0cdf70ed-ad415e71.jpg,Night,Day,94.0
0ce787d5-7656dfc2.jpg,Twilight,Day,94.0
0cee3ce7-a2b954e5.jpg,Twilight,Day,82.0
0cef5379-488f05b6.jpg,Twilight,Day,101.0
0cf398b3-ce65ab64.jpg,Day,Night,15.0
0cf40557-c7430956.jpg,Twilight,Day,72.0
0cf7b3ad-55395104.jpg,Day,Twilight,65.0
0cfd4cb3-5bc4199e.jpg,Twilight,Night,48.0
0cfec061-210be3d5.jpg,Twilight,Day,107.0
0d033b04-9e980380.jpg,Twilight,Day,74.0
0d058b4e-428f7a07.jpg,Twilight,Day,71.0
0d0e2aee-eaac831f.jpg,Twilight,Day,100.0
0d0e69b6-507e6590.jpg,Twilight,Day,81.0
0d0f5dd1-3fa53680.jpg,Twilight,Day,144.0
0d13ae3d-1bf40521.jpg,Twilight,Day,84.0
0d13ae3d-208a0cdb.jpg,Twilight,Day,138.0
0d13ae3d-e9464364.jpg,Twilight,Day,90.0
0d13ae3d-f033a349.jpg,Twilight,Day,101.0
0d1fc580-2bbf8587.jpg,Twilight,Day,106.0
0d22eba4-32d54614.jpg,Twilight,Day,74.0
0d22eba4-556bde2d.jpg,Twilight,Day,88.0
0d2bc446-a829d9a5.jpg,Twilight,Day,139.0
0d30a992-984c8c78.jpg,Twilight,Day,108.0
0d30e6d3-9889cfd6.jpg,Twilight,Day,91.0
0d344d5f-75decb67.jpg,Twilight,Day,74.0
0d3a8582-d018e1f6.jpg,Twilight,Day,84.0
0d4268d5-0bd9d70a.jpg,Twilight,Day,128.0
0d4268d5-61297777.jpg,Twilight,Day,108.0
0d451a8d-5c04e750.jpg,Day,Twilight,62.0
0d4b627d-0fb6471c.jpg,Twilight,Day,105.0
0d4c63e2-b28aa581.jpg,Day,Night,28.0
0d4d66bf-2d327e43.jpg,Twilight,Day,69.0
0d538703-ccd64878.jpg,Twilight,Day,81.0
0d5b19b3-8232a53f.jpg,Twilight,Day,141.0
0d606092-6cb1ae91.jpg,Twilight,Day,98.0
0d788993-d7ae29eb.jpg,Twilight,Day,84.0
0d7917e9-edd658ef.jpg,Day,Night,43.0
0d862e6a-7e2af22d.jpg,Twilight,Day,95.0
0d8bae00-6b149983.jpg,Twilight,Day,83.0
0d9b0c00-fe888361.jpg,Day,Night,39.0
0da7dd83-baf05b5b.jpg,Twilight,Day,91.0
0daf005d-b145d1a0.jpg,Twilight,Day,120.0
0db649bf-d8a12c6d.jpg,Twilight,Day,122.0
