image_filename,lighting,pixels_light
cadbd8df-9efc61fd.jpg,Day,145.0
cadc60a4-0834935f.jpg,Day,118.0
cadd00a0-4251d603.jpg,Day,96.0
cadd00a0-efef6501.jpg,Day,98.0
cade2084-5714bb13.jpg,Night,15.0
cade2084-71df1a4e.jpg,Night,23.0
cade2084-8fb02395.jpg,Night,10.0
cade2aed-db2e9c98.jpg,Day,99.0
cadf297e-457ef8ae.jpg,Day,93.0
cadf77c3-2857db38.jpg,Day,103.0
cadfb2fe-5dd5f809.jpg,Night,25.0
cadfb2fe-708d6e3b.jpg,Night,22.0
cae23877-a1826db4.jpg,Day,88.0
cae28701-5286ae2f.jpg,Night,33.0
cae29b60-b9d5bdb6.jpg,Night,48.0
cae39588-58dd3092.jpg,Day,105.0
cae39588-8ea784d1.jpg,Day,97.0
cae49ab7-c87d52c4.jpg,Day,84.0
cae4f10f-54b690b0.jpg,Day,121.0
cae4f10f-e5906613.jpg,Day,125.0
cae6c88d-0db9c3ab.jpg,Night,26.0
cae73656-aeb2944f.jpg,Day,104.0
cae77018-7bc11357.jpg,Night,35.0
cae842b9-82d52302.jpg,Day,116.0
cae881fa-02da1ae2.jpg,Day,100.0
cae8e3d7-13803eef.jpg,Night,22.0
cae913d9-6df0f74b.jpg,Night,18.0
cabf7be1-f1a7e00d.jpg,Day,120.0
cac6a8d8-29780d2d.jpg,Day,107.0
cadb239d-0776327a.jpg,Night,9.0
cadfb2fe-f43878a3.jpg,Night,38.0
cae913d9-e07a8369.jpg,Night,8.0
caf8496d-6ce3dbda.jpg,Day,93.0
cafecee9-ae650f5f.jpg,Night,36.0
cb0676bb-988d6eb5.jpg,Night,28.0
cb1294f1-3faf01b9.jpg,Day,88.0
cb14e978-a5eb5afb.jpg,Night,42.0
cb22c820-f094952f.jpg,Day,101.0
cb2fdf4d-05fad7c1.jpg,Day,129.0
cb337f2b-3629c65f.jpg,Day,98.0
cb3f27ee-b8c0119f.jpg,Night,13.0
caea91fd-e457bf7b.jpg,Night,48.0
caeb0fbb-410c10ca.jpg,Day,96.0
caeb782d-4a20b7c4.jpg,Day,99.0
caec69a1-75429ccd.jpg,Night,22.0
caee33ed-136d6b7c.jpg,Day,118.0
caee33ed-bb44010a.jpg,Day,92.0
caf380ad-52f6a603.jpg,Day,106.0
caf380ad-83f39185.jpg,Day,114.0
caf380ad-ee9a7699.jpg,Day,93.0
caf5502b-8233af1b.jpg,Day,97.0
caf56f7a-1407df75.jpg,Day,125.0
caf6713b-1823e54e.jpg,Night,49.0
caf6d8fe-7650f811.jpg,Night,25.0
caf73e65-16760e37.jpg,Night,38.0
caf73e65-99596d6e.jpg,Night,18.0
caf91e5e-fbd7f315.jpg,Night,35.0
caf92153-8fdace82.jpg,Day,126.0
caf92153-cfcdf92a.jpg,Day,106.0
caf9b4a2-dbf2a8a7.jpg,Night,15.0
cafa7c32-0d800808.jpg,Night,33.0
cafae648-c3d4e13a.jpg,Day,77.0
cafb3b52-f34e5454.jpg,Night,51.0
cafb3e02-83c800ed.jpg,Night,23.0
cafb3e6f-22f2007e.jpg,Day,116.0
cafbae4e-1d69e770.jpg,Night,24.0
cafbb9cb-c8d8b9df.jpg,Night,35.0
cafca327-47cae51f.jpg,Night,16.0
cafd4970-2592f52f.jpg,Night,41.0
cafe3793-42a32ab9.jpg,Day,87.0
cafe3793-f5638516.jpg,Day,79.0
caff2200-238a0388.jpg,Night,29.0
caff5d9a-35754dcf.jpg,Night,49.0
caff5d9a-e71dee8e.jpg,Night,11.0
cb020379-3477f3c4.jpg,Night,19.0
cb0287d1-207cdf5c.jpg,Night,11.0
cb0287d1-622df962.jpg,Night,35.0
cb02bc12-00b2fbbb.jpg,Day,113.0
cb031b03-0f3ed476.jpg,Day,102.0
cb031b03-cc89642d.jpg,Day,110.0
cb0368de-db7b4f2d.jpg,Day,105.0
cb04fee6-31529064.jpg,Night,44.0
cb04fee6-a44df902.jpg,Night,43.0
cb04fee6-d1f397da.jpg,Night,29.0
cb05eaa9-f2430836.jpg,Night,51.0
cb063b6c-158d56f6.jpg,Day,127.0
cb0676bb-98e0e60f.jpg,Night,31.0
cb0676bb-a07ba110.jpg,Night,32.0
cb0676bb-b1b073e4.jpg,Night,17.0
cb0676bb-c22aecec.jpg,Night,34.0
cb0676bb-c375cf69.jpg,Night,24.0
cb07632a-8c57bef7.jpg,Day,97.0
cb078020-5bfd7122.jpg,Day,73.0
cb078020-ab5a89f2.jpg,Day,123.0
cb078020-b82ebd77.jpg,Day,115.0
cb0ad251-7f86477e.jpg,Night,29.0
cb0bdd89-5bdf8abc.jpg,Day,102.0
cb0bdd89-f1ff3b69.jpg,Day,93.0
cb0cece8-0bf1974e.jpg,Day,116.0
cb0e6066-8c6456bf.jpg,Day,128.0
cb104d26-1ba62e91.jpg,Night,33.0
cb1294f1-fba3ff7d.jpg,Day,95.0
cb13d27e-aed37c4c.jpg,Night,35.0
cb146e98-0d092e48.jpg,Night,30.0
cb146e98-15a5ad7c.jpg,Night,40.0
cb146e98-1bb7e9d7.jpg,Night,22.0
cb146e98-21026d6b.jpg,Night,34.0
cb146e98-6ad6acfd.jpg,Night,23.0
cb146e98-77442601.jpg,Night,39.0
cb146e98-85b699ad.jpg,Night,21.0
cb146e98-a1828594.jpg,Night,24.0
cb146e98-becc1d13.jpg,Night,12.0
cb146e98-f92b6ddc.jpg,Night,37.0
cb14e978-0d45dc28.jpg,Night,44.0
cb14e978-6c4d53f3.jpg,Night,48.0
cb14e978-9ac7f029.jpg,Night,41.0
cb14e978-d76604ee.jpg,Night,33.0
cb15c5ae-b7c3e935.jpg,Day,92.0
cb15f3ff-e11f8dac.jpg,Night,22.0
cb16478b-17e02968.jpg,Day,84.0
cb16478b-2c1ed614.jpg,Day,83.0
cb16478b-def793e8.jpg,Day,120.0
cb18ff25-8cccd910.jpg,Night,26.0
cb191189-dcfc5543.jpg,Night,21.0
cb19ca00-06374256.jpg,Night,48.0
cb19ca00-185e1163.jpg,Night,55.0
cb19ca00-7cee58db.jpg,Night,15.0
cb19ca00-7fe7ed92.jpg,Day,87.0
cb1a59af-6df6a7ab.jpg,Day,112.0
cb1d8d95-283dd8d2.jpg,Day,97.0
cb1f05ca-28b96d3e.jpg,Day,104.0
cb2382b5-9cc2c304.jpg,Day,94.0
cb2512c2-c2d1b0f2.jpg,Night,24.0
cb25355a-3ac85fc1.jpg,Day,112.0
cb253f3b-b54796d8.jpg,Night,28.0
cb25d527-e041ee3a.jpg,Night,59.0
cb25d8ec-1c06a707.jpg,Night,23.0
cb25d8ec-e52ef234.jpg,Night,57.0
cb25fc78-7ac3b863.jpg,Day,73.0
cb25fc78-c89840f6.jpg,Day,116.0
cb27de55-d8c84ee3.jpg,Day,95.0
cb2a851d-d0884eb5.jpg,Day,75.0
cb2c6d0f-d4b068b0.jpg,Day,89.0
cb2c801b-7b6283e5.jpg,Day,92.0
cb2c801b-b5274dda.jpg,Day,119.0
cb2e3d65-2d64ca0e.jpg,Day,116.0
cb2fdf4d-1f6ec0ba.jpg,Day,123.0
cb2fdf4d-4b15f621.jpg,Day,127.0
cb2fe290-7246a85f.jpg,Day,91.0
cb2fe290-8786cd14.jpg,Twilight,64.0
cb2fe290-88aacceb.jpg,Day,102.0
cb30c05c-cdad343b.jpg,Night,51.0
cb319c00-9206979b.jpg,Day,149.0
cb325137-259f2a29.jpg,Night,31.0
cb32ab44-2e476a87.jpg,Night,24.0
cb32ab44-776b1f34.jpg,Night,15.0
cb32ab44-9feb37f3.jpg,Night,16.0
cb32ab44-e8b00418.jpg,Night,20.0
cb32ab44-f15d148d.jpg,Night,28.0
cb32ec15-6e369f96.jpg,Day,100.0
cb3300b5-269086e6.jpg,Day,112.0
cb3397f4-ca73c4b8.jpg,Night,26.0
cb356543-f4ae1553.jpg,Day,105.0
cb3598eb-f9977424.jpg,Night,55.0
cb35b452-b1c5276b.jpg,Night,33.0
cb3689c8-60e38678.jpg,Day,116.0
cb376872-210383e3.jpg,Day,140.0
cb376872-5d6ac015.jpg,Day,126.0
cb376872-948ed402.jpg,Day,95.0
cb37bfff-1b87d685.jpg,Day,103.0
cb38bda4-26729b52.jpg,Day,138.0
cb38bda4-6b1da930.jpg,Night,46.0
cb39b649-4620ea32.jpg,Day,119.0
cb3d23f6-7e35e616.jpg,Day,114.0
cb3e5d46-784f9106.jpg,Night,39.0
cb3f27ee-14753cfb.jpg,Night,26.0
cb407ea1-c710bb54.jpg,Day,128.0
cb408cd1-03899cff.jpg,Day,124.0
cb408cd1-4e5d1a93.jpg,Day,121.0
cb408cd1-7361838c.jpg,Day,115.0
cb41fd07-83d4ec04.jpg,Day,104.0
cb421747-f06aec7d.jpg,Day,103.0
cb4614bc-47577a9a.jpg,Day,119.0
cb466c0c-cdcf7586.jpg,Day,135.0
cb46b1c1-02909ba2.jpg,Day,113.0
cb4706a3-2d18ef4d.jpg,Night,17.0
cb4706a3-42990a31.jpg,Night,14.0
cb485e40-041c5db0.jpg,Day,105.0
cb48db12-12e08c9c.jpg,Day,110.0
cb48db12-9ba44a71.jpg,Day,93.0
cb4bc75f-f2933f23.jpg,Day,107.0
cb4bfc16-3b250dbf.jpg,Day,101.0
cb4bfc16-80e9d4a2.jpg,Day,119.0
cb4cb2f3-074beab3.jpg,Day,80.0
cb4d070c-20a30e53.jpg,Night,19.0
cb4e8a30-20f681d7.jpg,Night,34.0
cb516cda-08e840e0.jpg,Day,93.0
cb52bac5-9b9156c4.jpg,Day,126.0
cb540cff-6928e2e0.jpg,Day,95.0
cb547251-ce16ab57.jpg,Day,83.0
cb552c07-1e453e94.jpg,Day,87.0
cb552c07-d96caa28.jpg,Day,104.0
cb553f74-87d7cd19.jpg,Day,117.0
cb553f74-a0bbb89a.jpg,Day,95.0
cb555b17-0341b125.jpg,Night,16.0
cb555b17-2f3df80a.jpg,Night,33.0
cb555b17-5fce2544.jpg,Night,32.0
cb555b17-ac237da8.jpg,Night,25.0
cb55a21f-cea4eb6a.jpg,Night,24.0
cb55a21f-dab8ad35.jpg,Night,12.0
cb573aeb-d82b66c3.jpg,Night,37.0
cb58f48b-957bfd2c.jpg,Day,84.0
cb5903ec-ab4d55f9.jpg,Day,69.0
cb5e9e9c-317f73c1.jpg,Day,96.0
cb5fa573-fa7df890.jpg,Day,98.0
cb606577-33698fb5.jpg,Night,34.0
cb61fa6c-04f20136.jpg,Day,90.0
cb61fa6c-1104f84c.jpg,Day,137.0
cb61fa6c-39085365.jpg,Day,98.0
cb61fa6c-982289be.jpg,Day,97.0
cb626215-835f3c31.jpg,Day,95.0
cb63ddeb-c7aee033.jpg,Day,124.0
cb661448-1dde14e9.jpg,Night,12.0
cb677fcb-77f2ff92.jpg,Night,59.0
cb67cd3a-48f5f6ee.jpg,Night,23.0
cb67cd3a-78c878f6.jpg,Night,10.0
cb67cd3a-92cfbc6a.jpg,Night,21.0
cb67cd3a-cd0234d8.jpg,Day,90.0
cb67d80d-05c1518e.jpg,Day,125.0
cb694310-19547889.jpg,Day,127.0
cb6967ef-09c66b9b.jpg,Night,14.0
cb69c47a-3adb9d19.jpg,Day,81.0
cb6b0c57-cf1fc33e.jpg,Day,88.0
cb6c1298-6194924c.jpg,Day,111.0
cb6cb98f-2132e482.jpg,Night,58.0
cb6e5ba7-91566c19.jpg,Day,87.0
cb6e5ba7-d95d09c9.jpg,Night,51.0
cb6e675a-510b8a3d.jpg,Day,111.0
cb6feb71-4f2031de.jpg,Day,81.0
cb6feb71-f9d2abd3.jpg,Day,118.0
cb713460-c5eecc9d.jpg,Night,40.0
cb71fc1a-20d1c0e3.jpg,Night,16.0
cb727cf8-e43b8bcf.jpg,Night,52.0
cb7432e5-3350e576.jpg,Day,110.0
cb7432e5-5f52a54b.jpg,Day,138.0
cb744436-af4453b8.jpg,Day,101.0
cb744436-fc001c01.jpg,Day,137.0
cb74a88b-0a39afe8.jpg,Day,97.0
cb74a88b-35158084.jpg,Day,97.0
cb74a88b-cb621c3a.jpg,Day,98.0
cb762503-30f8ed32.jpg,Night,18.0
cb762503-923d5224.jpg,Night,25.0
cb762503-cc174e8a.jpg,Night,29.0
cb770f78-01076f85.jpg,Day,78.0
cb770f78-459a3559.jpg,Day,92.0
cb770f78-ae09920d.jpg,Day,71.0
cb77a7d0-70e0a6f7.jpg,Night,45.0
cb788d32-fcf4487a.jpg,Day,85.0
cb79e12f-88a7d960.jpg,Day,90.0
cb79e12f-e7189051.jpg,Day,85.0
cb79e12f-ea8d023b.jpg,Day,104.0
cb7bffcf-17c75571.jpg,Day,118.0
cb7bffcf-33713cec.jpg,Day,128.0
cb7bffcf-529af552.jpg,Day,119.0
cb7bffcf-5e7c5677.jpg,Day,134.0
cb7c8bb9-bc2d62ba.jpg,Day,102.0
cb7d10b2-547b3de5.jpg,Day,93.0
cb7d1d90-dd5d115f.jpg,Day,91.0
cb7e1adc-415567c3.jpg,Night,30.0
cb7f4d6f-c83c0fea.jpg,Day,103.0
cb816c62-b932176d.jpg,Day,97.0
cb816c62-cb006e29.jpg,Night,12.0
cb832b24-ee7f9b66.jpg,Night,50.0
cb842524-5b6a3672.jpg,Night,31.0
cb843184-33700679.jpg,Night,29.0
cb843184-86feb9c0.jpg,Night,13.0
cb84e186-902e8c24.jpg,Night,35.0
cb86b1d9-7735472c.jpg,Day,116.0
cb871759-8b3a0c24.jpg,Day,112.0
cb879996-ecab29b0.jpg,Day,123.0
cb8887dd-3d1b43e2.jpg,Night,46.0
cb8b28d3-ab96a5fc.jpg,Twilight,65.0
cb8e570a-7fdaa35c.jpg,Night,32.0
cb91d5a1-018bc367.jpg,Night,12.0
cb91d5a1-07962352.jpg,Night,46.0
cb91d5a1-0b3d3373.jpg,Night,24.0
cb91d5a1-46a38944.jpg,Night,39.0
cb91d5a1-579075a1.jpg,Night,13.0
cb91d5a1-7722b303.jpg,Night,12.0
cb91d5a1-7d332f2e.jpg,Night,12.0
cb91d5a1-b8124b10.jpg,Night,13.0
cb94f450-3051698a.jpg,Night,38.0
cb967671-f9e60428.jpg,Day,84.0
cb972e4f-ec73b37b.jpg,Night,32.0
cb97debb-12f48570.jpg,Day,122.0
cb995f92-89756142.jpg,Night,34.0
cb9d6047-c6a0397c.jpg,Night,25.0
cb9df0a6-8dba1a0a.jpg,Night,16.0
cb9ea2ad-72a382b6.jpg,Night,20.0
cb9ea2ad-8394a099.jpg,Night,39.0
cba11a1c-457143bc.jpg,Night,14.0
cba18f1d-005fc338.jpg,Day,92.0
cba2440a-3fbdb69b.jpg,Night,17.0
cba2440a-ac4e48fe.jpg,Night,54.0
cba26bf2-46a33c6e.jpg,Day,121.0
cba301b8-469303a6.jpg,Day,122.0
cba301b8-61b26b7d.jpg,Day,121.0
cba301b8-6b51c394.jpg,Day,126.0
cba301b8-7ef6e928.jpg,Day,133.0
cba301b8-d0803b49.jpg,Day,132.0
cba466d2-8a0e070c.jpg,Day,134.0
cba56421-88f70290.jpg,Day,122.0
cba59791-174972fb.jpg,Night,25.0
cba70226-3b47f789.jpg,Day,80.0
cba826ea-b70f5b1f.jpg,Day,105.0
cba879a8-03886aa0.jpg,Day,100.0
cba879a8-65058691.jpg,Day,94.0
cba8da87-947f586b.jpg,Day,94.0
cba98987-24ca8e06.jpg,Day,103.0
cba98987-b06a3b32.jpg,Day,98.0
cba98987-f406c7d3.jpg,Day,108.0
cba98987-f4093483.jpg,Day,105.0
cbab4776-c4ec1162.jpg,Night,16.0
cbab60f0-6b9c8d54.jpg,Day,100.0
cbabff6d-d41ce15f.jpg,Night,28.0
cbadade4-3adcf244.jpg,Day,118.0
cbb0df9f-f3f3a196.jpg,Day,120.0
cbb0e311-1082d7ff.jpg,Night,45.0
cbb0e311-a9afde90.jpg,Night,12.0
cbb1b7fc-b495e982.jpg,Night,41.0
cbb25aa5-0b3024d3.jpg,Night,19.0
cbb2743e-776cc8bb.jpg,Day,82.0
cbb3f956-b6ce18c4.jpg,Day,122.0
cbb5610a-80e61a98.jpg,Night,37.0
cbb8ecf4-caf30270.jpg,Day,139.0
cbb8ecf4-e17d3540.jpg,Day,91.0
cbb8ecf4-ec82c201.jpg,Night,34.0
cbb9a48e-4795fc52.jpg,Day,104.0
cbb9a48e-f2e4cab3.jpg,Day,127.0
cbbc1915-6292d4cb.jpg,Day,105.0
cbbd082e-a077f7ab.jpg,Night,55.0
cbbfa4d0-fe444e30.jpg,Day,79.0
cbbff8e6-3dc736a7.jpg,Day,114.0
cbc00a1f-35b56529.jpg,Day,115.0
cbc33872-14bdf47a.jpg,Night,29.0
cbc51f7e-e1e43e79.jpg,Night,26.0
cbc58d3f-244e1fa0.jpg,Night,28.0
cbc58d3f-47326099.jpg,Night,52.0
cbc58d3f-7dde1998.jpg,Day,94.0
cbc58d3f-9ed3a1eb.jpg,Day,102.0
cbc633dd-cffccd29.jpg,Night,13.0
cbc67194-07434e2d.jpg,Night,12.0
cbc7cfb1-27c67277.jpg,Day,92.0
cbc90e87-b7f3f83a.jpg,Night,13.0
cbca4ff7-a63a4afe.jpg,Night,23.0
cbcb3dbf-81834085.jpg,Day,114.0
cbcb534f-16fa6d31.jpg,Night,38.0
cbcd6f5f-564c1627.jpg,Night,12.0
cbcef3a5-4666d12d.jpg,Night,19.0
cbcf2c53-d73c1732.jpg,Night,22.0
cbd12311-081bd652.jpg,Day,110.0
cbd12311-435e80c9.jpg,Day,119.0
cbd12311-68a134d8.jpg,Day,104.0
cbd23abd-3205ea9e.jpg,Day,91.0
cbd35eab-62b85b18.jpg,Day,116.0
cbd35eab-7eacd236.jpg,Day,116.0
cbd64c44-cdb37ccb.jpg,Day,83.0
cbd695ed-0cc7bee1.jpg,Day,102.0
cbd695ed-76f1f655.jpg,Day,74.0
cbdc7b52-013f6dd0.jpg,Night,24.0
cbdc7b52-0b848407.jpg,Day,102.0
cbdc7b52-87deb9ef.jpg,Night,42.0
cbdc7b52-f6a10140.jpg,Day,103.0
cbe03e14-10934c59.jpg,Day,123.0
cbe03e14-94acd2c5.jpg,Day,154.0
cbe1a98e-59c820bc.jpg,Day,86.0
cbe3299e-1d927aac.jpg,Day,105.0
cbe45d27-c13af258.jpg,Night,60.0
cbe45fe8-aac5a5b2.jpg,Day,135.0
cbe50013-8a41f894.jpg,Day,87.0
cbe50013-a8851836.jpg,Day,91.0
cbe5d542-c2f39240.jpg,Day,107.0
cbe5d542-d6126a85.jpg,Day,93.0
cbe712c2-48280ae0.jpg,Day,123.0
cbe712c2-553f3086.jpg,Day,101.0
cbe712c2-958c0873.jpg,Day,153.0
cbe73da0-11c8b8bb.jpg,Day,85.0
cbe73da0-461983da.jpg,Day,102.0
cbe7477d-e5bf341e.jpg,Night,27.0
cbe7b91f-df03c989.jpg,Night,16.0
cbe7b91f-fd443161.jpg,Night,11.0
cbe8b297-48e4c903.jpg,Day,78.0
cbe8cc9b-a5f6ec17.jpg,Day,113.0
cbe92e30-aabe2055.jpg,Day,113.0
cbe92e30-aeb0f552.jpg,Day,91.0
cbea6bbf-0cbcfd64.jpg,Day,99.0
cbed3fd1-314723c8.jpg,Twilight,65.0
cbedb6a7-449bf85d.jpg,Day,119.0
cbee1f79-b5b7cfb8.jpg,Day,92.0
cbee3cf3-347250e8.jpg,Night,50.0
cbee9a97-482294d7.jpg,Day,104.0
cbf16d34-693e440c.jpg,Day,113.0
cbf1c1b8-90222583.jpg,Day,93.0
cbf2d780-06947287.jpg,Day,99.0
cbf2d780-1c82b953.jpg,Day,100.0
cbf2d780-2cc23940.jpg,Day,98.0
cbf2d780-372a5267.jpg,Day,101.0
cbf2d780-5f5946f8.jpg,Day,101.0
cbf2d780-a086e582.jpg,Day,92.0
cbf2d780-a6d78b98.jpg,Day,84.0
cbf622f5-06c371dd.jpg,Day,99.0
cbf622f5-48bf3236.jpg,Day,94.0
cbf622f5-925372ec.jpg,Day,127.0
cbf622f5-96a1e93f.jpg,Day,111.0
cbf622f5-a1b27f78.jpg,Day,80.0
cbf622f5-da7369bc.jpg,Day,126.0
cbf84011-2b35cf8b.jpg,Day,108.0
cbf97c6e-e7ccab29.jpg,Day,127.0
cbfa24be-e8f8ce38.jpg,Day,109.0
cbfc4658-50b26510.jpg,Night,12.0
cbfc4658-7e8729f0.jpg,Night,21.0
cbfc4658-8a2b148f.jpg,Day,100.0
cbfc4658-93e25fbf.jpg,Day,101.0
cbfce968-1a476840.jpg,Day,90.0
cbfd3c55-9e5eab86.jpg,Night,17.0
cc00fe72-1938bf2e.jpg,Day,94.0
cc062302-09d7906d.jpg,Night,32.0
cc062302-b944ef68.jpg,Night,21.0
cc062302-f0e81d2a.jpg,Twilight,61.0
cc0635d6-45630353.jpg,Night,15.0
cc090db9-d319cbb3.jpg,Day,134.0
cb555b17-47b860f6.jpg,Night,26.0
cb634c79-adae95f2.jpg,Day,84.0
cb6e5ba7-c6b079ba.jpg,Day,107.0
cb762503-487cd3ac.jpg,Night,29.0
cb7d0bb4-915e0029.jpg,Day,109.0
cb8a7be4-fcfd3acb.jpg,Night,47.0
cb9d6047-6b4e5cb8.jpg,Night,39.0
cba48b33-96ecec2f.jpg,Day,101.0
cbaeb831-758b1ee1.jpg,Night,58.0
cbbfa4d0-9c3f6e67.jpg,Day,97.0
cbcb3dbf-f40f69e4.jpg,Night,52.0
cbdc7b52-739066ba.jpg,Day,99.0
cbe712c2-e12e21b5.jpg,Day,140.0
cbf0f27b-61947a8c.jpg,Night,34.0
cc0bba5a-303ff57b.jpg,Day,111.0
cc0be15b-b599ce4f.jpg,Day,110.0
cc0be15b-b68b23c2.jpg,Day,102.0
cc0d756e-1e5c9739.jpg,Day,88.0
cc0e38f5-72db5b25.jpg,Day,94.0
cc0e3c45-23803f57.jpg,Day,92.0
cc0e3c45-5fb0e452.jpg,Night,37.0
cc0e3c45-72198e25.jpg,Day,85.0
cc0e3c45-8d7ad764.jpg,Day,93.0
cc0e87d8-915720ff.jpg,Night,20.0
cc0f4fd6-3ca94fe9.jpg,Night,15.0
cc0ffeed-291914b0.jpg,Day,110.0
cc0ffeed-4110e03a.jpg,Day,113.0
cc10f864-08d74bc0.jpg,Night,17.0
cc112114-4137cd19.jpg,Night,13.0
cc128cf6-6cf3c17c.jpg,Night,20.0
cc128cf6-75b8eb97.jpg,Night,13.0
cc12c648-50282a58.jpg,Night,22.0
cc12dd7f-15268c57.jpg,Day,90.0
cc143f30-8124f9ce.jpg,Day,80.0
cc143f30-b3d2cf65.jpg,Day,83.0
cc14b1c2-30c89f92.jpg,Night,53.0
cc14b1c2-6748454d.jpg,Day,142.0
cc154f56-27f7d6f2.jpg,Night,14.0
cc1581ef-0d797091.jpg,Day,97.0
cc1581ef-20c07d11.jpg,Day,92.0
cc162a30-0c73ff6a.jpg,Day,83.0
cc1675ce-5a4d7295.jpg,Day,149.0
cc17fb55-0d4b4694.jpg,Day,102.0
cc188009-c910d3c1.jpg,Day,99.0
cc1c40bb-d0ce34c5.jpg,Day,110.0
cc1cdb32-25fde05a.jpg,Day,93.0
cc1d043b-9c028836.jpg,Day,104.0
cc1d3666-fe5994ae.jpg,Night,51.0
cc1e3ecf-ac0094c9.jpg,Night,41.0
cc1ea55c-ae732ba3.jpg,Night,25.0
cc1ea55c-e6f17aa6.jpg,Night,31.0
cc1ea55c-f6bbdc7c.jpg,Night,27.0
cc1faca6-8edbad92.jpg,Night,24.0
cc1faca6-f737ad12.jpg,Day,108.0
cc21dbd8-bdc6e678.jpg,Day,102.0
cc223b4a-106da3a1.jpg,Day,93.0
cc223b4a-5c5245c4.jpg,Day,85.0
cc223b4a-cef96d47.jpg,Day,84.0
cc236fd9-90d374e4.jpg,Night,25.0
cc2393fc-b35cf107.jpg,Day,108.0
cc24636f-32057058.jpg,Day,109.0
cc24b908-463a7f6f.jpg,Night,11.0
cc24b908-5ec35400.jpg,Night,18.0
cc24b908-71ca827f.jpg,Night,22.0
cc24b908-818acd24.jpg,Night,18.0
cc24b908-85865c46.jpg,Night,21.0
cc24b908-8858731d.jpg,Night,25.0
cc24b908-8b85acdc.jpg,Night,25.0
cc24b908-97885fbf.jpg,Night,13.0
cc24b908-a7e58e8e.jpg,Night,41.0
cc24b908-e4aab9d5.jpg,Night,35.0
cc24b908-eb6a3282.jpg,Night,17.0
cc24b908-ec720dca.jpg,Night,9.0
cc24b908-eee7dda1.jpg,Night,38.0
cc262c76-11c3c6b4.jpg,Night,22.0
cc26dee3-78664fbd.jpg,Day,95.0
cc26dee3-c063b9cc.jpg,Day,109.0
cc272644-ec36abae.jpg,Day,91.0
cc27a12a-28769998.jpg,Day,140.0
cc27a12a-692adf76.jpg,Day,141.0
cc27db0f-c30bd65c.jpg,Day,101.0
cc289a8f-2bfa8b70.jpg,Twilight,66.0
cc29749e-c7e0930f.jpg,Night,41.0
cc2d6685-7648e9cc.jpg,Day,96.0
cc2e048a-f0318ec1.jpg,Night,6.0
cc2f3c35-9366a951.jpg,Night,17.0
cc2f94ff-d9c0355d.jpg,Day,96.0
cc2fa3e3-3109e987.jpg,Twilight,62.0
cc2fa3e3-f8d2cf56.jpg,Day,109.0
cc2faec4-75465a1c.jpg,Day,95.0
cc2fed05-213cc601.jpg,Night,14.0
cc2fed05-dc603679.jpg,Night,26.0
cc30362b-8893afcc.jpg,Day,90.0
cc30362b-cac19bd9.jpg,Day,85.0
cc3294d1-348ad004.jpg,Day,120.0
cc3294d1-94693662.jpg,Day,96.0
cc32aa15-894fde3b.jpg,Night,15.0
cc32aa15-c9fc611a.jpg,Night,24.0
cc331f16-32f04288.jpg,Day,99.0
